aX,aY,aZ,gX,gY,gZ
0.072,0.217,1.073,37.231,-75.256,-37.048
0.041,0.250,1.206,32.349,-75.745,-33.081
0.032,0.291,1.248,25.574,-63.293,-28.809
0.001,0.312,1.119,22.705,-53.223,-29.419
-0.018,0.312,1.026,12.024,-47.607,-30.334
-0.042,0.352,1.067,7.935,-53.833,-30.701
-0.059,0.369,1.105,14.099,-56.335,-34.851
-0.086,0.362,1.102,18.372,-53.345,-37.781
-0.096,0.358,1.109,19.043,-47.363,-43.579
-0.105,0.354,1.131,19.653,-44.373,-46.753
-0.110,0.348,1.104,25.146,-38.940,-53.284
-0.118,0.320,1.003,26.062,-39.246,-55.725
-0.122,0.304,1.007,19.958,-44.556,-58.044
-0.129,0.253,1.039,15.869,-43.518,-58.289
-0.130,0.241,1.050,11.475,-38.574,-57.861
-0.123,0.250,1.053,12.878,-36.804,-58.533
-0.121,0.263,1.041,18.372,-34.973,-62.012
-0.131,0.275,1.004,21.423,-34.851,-64.514
-0.134,0.260,0.998,18.005,-36.743,-68.542
-0.135,0.223,1.042,11.353,-37.109,-68.970
-0.132,0.219,1.069,4.944,-32.959,-69.336
-0.133,0.213,1.074,8.179,-29.907,-70.374
-0.134,0.229,1.045,14.832,-25.635,-72.693
-0.140,0.267,0.966,15.015,-25.696,-74.219
-0.132,0.280,0.977,12.634,-31.982,-77.881
-0.110,0.257,1.099,16.296,-32.837,-81.116
-0.098,0.214,1.128,31.921,-27.405,-85.022
-0.070,0.189,1.143,34.424,-25.330,-84.656
-0.062,0.209,1.183,22.339,-22.217,-84.473
-0.056,0.215,1.204,16.113,-17.517,-85.449
-0.046,0.181,1.185,3.906,-9.949,-85.083
-0.019,0.157,1.237,-1.709,-9.460,-82.581
-0.013,0.165,1.257,-0.977,-1.038,-79.102
-0.016,0.113,1.236,3.113,4.944,-78.369
-0.019,0.092,1.187,3.296,13.855,-72.998
-0.019,0.093,1.119,-2.563,15.137,-69.397
-0.020,0.107,1.113,-10.742,17.395,-63.477
-0.022,0.100,1.076,-8.545,20.264,-62.073
-0.023,0.062,1.046,1.099,25.269,-58.777
-0.023,-0.009,0.962,4.150,27.344,-55.176
-0.022,-0.032,0.918,2.747,29.358,-45.471
-0.012,-0.049,0.859,-3.540,28.259,-39.856
-0.004,-0.031,0.861,-19.165,23.743,-27.344
0.018,0.058,0.882,-21.240,21.851,-21.912
0.025,0.109,0.886,-14.038,16.663,-16.846
0.026,0.167,0.884,-10.559,14.282,-17.090
0.028,0.201,0.889,-13.367,11.292,-18.860
0.031,0.220,0.960,-14.832,10.254,-20.874
0.028,0.176,0.989,-6.653,10.132,-23.865
0.026,0.118,1.002,-3.479,10.193,-22.583
0.016,0.129,0.976,-3.052,13.306,-18.250
0.700,-1.952,-0.201,-5.981,-17.517,-110.962
0.674,-2.328,-0.162,-14.099,-33.142,-70.374
0.608,-2.841,-0.054,-14.526,-33.936,-36.804
0.561,-2.891,-0.138,13.611,-26.794,54.199
0.414,-2.643,-0.388,27.771,-38.086,104.980
0.311,-2.436,-0.403,67.566,-101.562,202.332
0.023,-1.922,-0.311,96.741,-134.460,247.131
-0.161,-1.168,-0.080,149.109,-175.659,329.895
-0.220,-0.643,0.234,151.611,-189.514,361.145
-0.247,-0.071,0.725,124.573,-202.698,370.666
-0.075,1.054,1.618,114.441,-182.251,349.487
0.052,1.401,1.712,60.730,-89.539,269.409
0.255,1.671,1.382,22.766,-46.631,227.661
0.334,1.650,1.139,11.108,-7.812,161.072
0.413,1.474,0.860,36.133,-8.423,131.226
0.408,1.209,0.790,82.397,-15.015,69.214
0.457,0.652,0.769,83.618,-16.602,52.307
0.485,0.600,0.771,48.218,-10.803,60.486
0.501,0.729,0.637,29.114,-4.639,64.148
0.508,0.683,0.558,22.705,-1.404,48.218
0.553,0.389,0.453,31.799,-3.906,39.124
0.568,0.265,0.380,41.138,-6.958,35.828
0.570,0.241,0.314,37.659,-20.081,46.265
0.586,0.417,0.409,30.823,-31.189,51.208
0.599,0.436,0.473,40.833,-37.292,44.189
0.617,0.225,0.394,50.659,-36.499,40.649
0.623,0.190,0.403,44.373,-48.279,53.101
0.620,0.422,0.500,37.109,-54.810,61.829
0.604,0.560,0.521,33.630,-58.777,65.918
0.580,0.682,0.589,34.485,-63.843,57.556
0.577,0.622,0.622,38.696,-63.721,46.509
0.577,0.495,0.634,52.795,-60.059,28.381
0.560,0.317,0.641,57.251,-61.646,27.466
0.546,0.328,0.643,52.734,-68.787,36.865
0.532,0.475,0.673,43.518,-72.327,41.260
0.533,0.535,0.722,28.564,-71.228,37.415
0.531,0.468,0.751,30.579,-66.101,30.090
0.526,0.366,0.728,42.358,-63.660,22.461
0.502,0.336,0.724,42.542,-68.115,26.306
0.487,0.385,0.761,29.358,-76.843,34.363
0.477,0.475,0.850,21.973,-76.355,34.607
0.479,0.465,0.837,18.921,-71.594,31.738
0.472,0.398,0.792,23.254,-64.697,24.231
0.467,0.410,0.816,24.353,-66.162,23.315
0.459,0.439,0.860,19.958,-69.702,23.437
0.444,0.468,0.902,18.677,-69.092,22.278
0.439,0.465,0.908,21.240,-66.711,17.456
0.427,0.438,0.924,24.231,-65.247,13.855
0.424,0.406,0.935,30.579,-61.157,5.981
0.409,0.295,0.901,33.569,-59.509,3.845
0.394,0.250,0.885,27.832,-63.049,7.019
0.366,0.257,0.961,19.897,-66.406,11.292
0.356,0.297,0.988,8.850,-64.148,17.578
0.333,0.356,0.962,7.202,-60.303,18.005
0.323,0.366,0.930,9.583,-57.678,16.968
0.311,0.378,0.900,15.442,-58.533,13.367
0.284,0.404,0.912,14.587,-60.913,11.108
0.271,0.408,0.933,12.268,-63.232,6.897
0.262,0.459,1.000,14.221,-63.660,4.700
0.256,0.461,1.019,25.024,-58.899,-3.906
0.241,0.363,0.945,30.273,-56.152,-7.935
0.229,0.328,0.931,34.241,-60.364,-10.376
0.197,0.309,0.942,33.997,-63.171,-10.315
0.169,0.271,1.038,29.236,-66.284,-10.986
0.156,0.231,1.024,27.649,-57.434,-10.803
0.133,0.205,0.931,27.344,-56.519,-9.094
0.118,0.224,0.947,25.146,-64.758,-6.287
0.075,0.282,1.014,23.315,-64.331,-6.592
0.056,0.285,0.995,14.221,-58.044,-10.315
0.015,0.263,0.987,8.545,-59.082,-11.536
-0.004,0.281,1.043,5.554,-59.937,-11.780
-0.029,0.345,1.091,8.179,-54.321,-13.245
-0.035,0.364,1.029,8.423,-43.274,-21.240
-0.053,0.331,0.992,2.197,-43.518,-25.208
-0.060,0.325,1.031,-5.859,-43.457,-26.855
-0.065,0.344,1.007,-4.089,-41.260,-26.672
-0.067,0.358,0.974,0.061,-46.143,-29.968
-0.073,0.352,1.000,1.160,-50.781,-33.752
-0.071,0.335,1.037,8.118,-51.086,-43.396
-0.067,0.257,1.035,12.512,-49.072,-46.875
-0.066,0.249,1.031,8.911,-52.368,-47.668
-0.064,0.325,1.124,3.967,-53.589,-48.279
-0.061,0.327,1.114,4.211,-47.668,-56.213
-0.061,0.239,1.055,5.920,-48.401,-60.181
-0.062,0.195,1.079,8.667,-48.279,-62.134
-0.056,0.169,1.121,9.949,-44.312,-61.340
-0.049,0.170,1.109,12.512,-36.011,-60.425
-0.021,0.157,1.058,11.475,-34.546,-60.364
-0.012,0.147,1.075,2.869,-35.034,-60.242
0.000,0.120,1.139,1.038,-33.813,-59.692
0.007,0.111,1.141,1.770,-28.625,-57.129
0.020,0.102,1.130,2.258,-26.550,-55.359
0.021,0.113,1.117,0.549,-23.621,-51.270
0.017,0.166,1.127,-2.380,-22.766,-50.171
0.014,0.177,1.154,-3.662,-18.494,-50.903
0.008,0.174,1.153,-3.662,-14.221,-51.514
0.006,0.156,1.147,-4.272,-10.437,-52.002
0.005,0.071,1.075,-2.014,-3.784,-51.575
0.007,0.047,1.036,-1.038,-2.197,-49.255
0.004,0.071,1.046,-1.709,-5.127,-42.053
-0.001,0.115,1.049,-1.465,-5.493,-39.001
-0.007,0.154,1.038,-0.549,-2.930,-37.781
-0.017,0.156,1.017,-0.061,-1.709,-38.635
-0.020,0.147,0.999,-1.831,0.793,-38.269
-0.022,0.145,1.004,-2.380,1.221,-37.842
-0.025,0.130,1.008,1.587,2.930,-36.682
-0.028,0.156,0.983,1.221,3.479,-34.729
-0.028,0.194,0.996,-2.747,2.625,-33.081
-0.030,0.183,1.014,-0.427,3.845,-34.241
-0.031,0.147,0.998,5.859,6.042,-34.058
-0.024,0.125,0.995,5.371,5.127,-32.166
-0.025,0.127,1.005,4.822,4.395,-27.954
-0.027,0.147,1.000,6.042,4.578,-26.001
-0.024,0.168,0.997,4.761,3.662,-23.499
-0.022,0.189,0.986,2.197,4.333,-23.315
-0.021,0.187,0.963,-0.061,6.653,-22.949
-0.020,0.203,0.943,0.977,5.066,-22.400
-0.019,0.209,0.955,3.235,2.258,-22.156
-0.020,0.182,0.957,8.240,0.671,-22.766
0.981,-1.479,0.212,52.551,35.217,-41.809
0.973,-1.566,0.195,83.008,30.457,-18.555
0.912,-1.754,0.169,98.022,26.062,-2.930
0.875,-1.801,0.211,115.051,10.498,46.875
0.762,-1.795,0.357,115.479,8.423,75.867
0.654,-1.762,0.288,111.877,29.785,138.733
0.337,-1.579,-0.168,117.432,34.180,171.814
0.157,-1.447,-0.359,157.043,3.235,232.239
-0.123,-1.129,-0.461,185.913,-27.710,259.460
-0.190,-0.388,0.269,207.336,-121.094,322.205
-0.131,0.280,0.896,194.641,-170.898,355.774
0.185,1.815,1.904,111.694,-171.020,359.009
0.351,2.103,1.935,41.992,-20.325,240.112
0.448,1.396,0.869,41.199,46.692,181.641
0.451,1.070,0.490,61.890,37.109,132.812
0.460,0.894,0.449,65.430,13.611,123.474
0.470,0.850,0.388,57.617,10.498,102.722
0.505,0.717,0.236,51.758,7.507,92.468
0.512,0.652,0.219,50.293,-10.071,76.782
0.511,0.593,0.256,51.086,-17.090,73.792
0.526,0.623,0.281,48.157,-19.226,68.848
0.561,0.596,0.221,46.021,-16.296,61.523
0.577,0.564,0.198,36.987,-17.517,48.706
0.603,0.523,0.172,36.560,-18.250,44.800
0.612,0.492,0.145,44.128,-19.104,40.161
0.625,0.416,0.095,47.546,-22.705,39.185
0.634,0.388,0.098,50.659,-36.560,40.710
0.650,0.402,0.171,49.866,-43.518,43.213
0.656,0.410,0.205,49.805,-51.636,46.875
0.664,0.429,0.253,51.025,-55.359,48.584
0.667,0.486,0.304,51.208,-61.096,50.415
0.665,0.572,0.369,53.101,-61.096,47.974
0.669,0.615,0.349,55.237,-60.913,44.800
0.689,0.629,0.359,50.110,-61.584,35.706
0.696,0.582,0.394,50.476,-62.317,29.480
0.694,0.520,0.437,59.998,-64.514,19.836
0.662,0.384,0.556,61.523,-65.125,18.921
0.654,0.356,0.592,61.768,-65.613,25.146
0.662,0.423,0.567,59.509,-65.613,29.480
0.662,0.459,0.567,50.720,-67.200,33.386
0.651,0.528,0.638,47.974,-69.336,32.715
0.639,0.540,0.689,42.847,-67.322,27.893
0.615,0.476,0.687,39.917,-60.608,25.757
0.604,0.440,0.645,43.396,-57.495,25.024
0.576,0.460,0.677,44.006,-61.829,26.733
0.574,0.511,0.707,40.955,-63.293,28.931
0.588,0.563,0.653,31.311,-56.702,28.198
0.584,0.584,0.670,28.076,-57.312,25.269
0.575,0.588,0.728,33.936,-60.974,14.282
0.555,0.487,0.790,46.021,-57.678,4.822
0.557,0.439,0.742,47.363,-57.434,4.578
0.559,0.450,0.757,46.326,-62.683,5.737
0.545,0.419,0.802,46.692,-62.988,5.066
0.527,0.386,0.814,45.044,-61.096,5.371
0.493,0.380,0.843,42.786,-60.547,6.958
0.482,0.404,0.833,40.588,-59.937,8.484
0.480,0.422,0.823,33.020,-60.669,8.911
0.477,0.401,0.874,28.809,-61.279,8.362
0.468,0.400,0.900,26.367,-57.983,7.690
0.443,0.401,0.888,27.832,-54.932,6.897
0.435,0.403,0.864,27.771,-52.917,6.714
0.418,0.436,0.892,24.353,-53.467,7.019
0.401,0.454,0.901,19.470,-49.805,4.639
0.365,0.418,0.824,19.775,-47.119,2.319
0.362,0.388,0.825,22.827,-51.086,-0.916
0.367,0.369,0.900,26.001,-53.284,-2.136
0.359,0.360,0.908,28.198,-52.734,-3.174
0.330,0.362,0.934,22.583,-51.208,-2.014
0.316,0.346,0.947,19.348,-50.415,-1.160
0.308,0.308,0.931,19.470,-50.049,0.854
0.313,0.248,0.893,18.616,-52.856,2.441
0.311,0.230,0.910,11.475,-58.716,6.775
0.296,0.253,0.951,11.047,-60.730,9.705
0.281,0.284,0.951,12.451,-61.157,14.526
0.261,0.368,0.986,10.986,-61.584,15.869
0.258,0.404,1.000,10.376,-57.983,12.268
0.248,0.403,0.978,13.977,-54.565,7.690
0.238,0.372,0.967,17.029,-52.551,3.540
0.208,0.340,0.979,13.794,-52.124,0.427
0.194,0.346,0.968,12.207,-51.819,-0.061
0.182,0.358,0.956,12.207,-55.359,-2.563
0.154,0.347,0.979,13.000,-57.983,-4.639
0.141,0.318,0.968,16.113,-55.298,-8.057
0.126,0.289,0.958,15.930,-54.687,-8.484
0.120,0.292,0.985,13.733,-55.603,-7.874
0.106,0.350,0.990,13.062,-55.115,-7.568
0.098,0.377,0.999,9.766,-59.326,-14.282
0.084,0.391,1.041,8.911,-59.265,-17.883
0.077,0.383,1.029,14.282,-52.246,-24.963
0.057,0.355,1.011,18.311,-51.819,-28.442
0.049,0.365,1.094,18.555,-53.162,-33.752
0.049,0.371,1.106,17.578,-49.194,-36.865
0.047,0.351,1.075,24.414,-38.696,-44.128
0.035,0.286,0.994,26.367,-36.255,-45.593
0.034,0.254,0.982,17.151,-37.964,-44.617
0.045,0.240,1.038,11.108,-41.077,-43.213
0.049,0.261,1.071,7.202,-41.565,-43.091
0.048,0.283,1.104,8.728,-39.124,-44.312
0.046,0.289,1.111,9.338,-33.752,-46.021
0.036,0.276,1.079,7.751,-31.494,-47.424
0.029,0.250,1.069,4.456,-29.968,-48.645
0.014,0.223,1.034,-3.479,-27.771,-48.340
0.006,0.242,1.012,-8.484,-26.855,-47.058
-0.001,0.272,1.001,-16.785,-27.344,-46.265
-0.010,0.270,0.989,-17.761,-26.917,-47.363
-0.009,0.246,0.985,-15.015,-26.978,-48.828
-0.006,0.239,0.972,-12.390,-27.771,-49.011
-0.004,0.250,0.986,-6.958,-32.837,-50.720
-0.002,0.268,1.071,-5.127,-34.973,-51.819
-0.005,0.290,1.091,-6.714,-31.311,-53.894
-0.012,0.291,1.107,-7.935,-28.320,-55.603
-0.011,0.266,1.118,-7.751,-22.827,-57.800
-0.013,0.222,1.098,-5.981,-19.653,-57.922
0.000,0.202,1.091,-2.136,-17.639,-56.396
0.005,0.216,1.109,-1.465,-18.311,-55.176
0.010,0.251,1.143,-3.662,-16.418,-53.833
0.011,0.260,1.155,-6.042,-14.526,-53.589
0.011,0.264,1.151,-9.644,-9.277,-53.711
0.013,0.255,1.132,-10.132,-7.263,-53.711
0.714,-1.791,-0.172,79.651,16.418,-4.944
0.666,-1.880,-0.047,92.407,-15.015,59.875
0.465,-2.053,0.011,101.929,-19.348,97.290
0.318,-2.088,-0.104,144.226,-31.433,191.589
0.030,-1.809,-0.471,173.218,-50.720,249.145
-0.120,-0.877,0.140,194.031,-145.630,363.037
-0.015,-0.020,0.917,185.181,-213.379,402.100
0.289,1.531,1.747,191.711,-186.951,364.624
0.424,1.905,1.662,130.432,-68.726,229.675
0.561,1.587,0.795,93.018,-11.353,157.898
0.583,1.110,0.444,92.041,-2.441,62.988
0.608,0.526,0.530,101.440,-29.358,47.729
0.612,0.462,0.694,109.070,-53.772,45.776
0.589,0.457,0.849,103.638,-47.058,47.058
0.575,0.411,0.777,76.050,-16.357,44.495
0.546,0.241,0.496,62.012,-7.751,44.739
0.530,0.252,0.434,50.232,-8.362,50.415
0.545,0.408,0.447,44.556,-21.118,66.956
0.573,0.417,0.432,48.462,-24.536,69.275
0.600,0.387,0.419,45.715,-23.315,70.496
0.625,0.437,0.465,37.598,-22.156,73.181
0.634,0.496,0.457,27.649,-17.090,74.585
0.652,0.606,0.365,23.804,-14.832,73.364
0.658,0.626,0.328,20.264,-14.587,65.979
0.673,0.560,0.251,23.437,-16.846,60.425
0.687,0.504,0.236,36.194,-26.184,49.927
0.687,0.396,0.267,42.297,-31.250,46.875
0.676,0.380,0.287,40.039,-38.696,48.706
0.672,0.461,0.353,32.227,-40.955,51.697
0.672,0.501,0.380,27.649,-42.419,50.415
0.666,0.459,0.373,31.189,-42.786,46.631
0.656,0.403,0.368,37.964,-45.532,43.213
0.626,0.369,0.349,37.415,-47.913,45.227
0.617,0.405,0.356,33.691,-52.429,48.096
0.619,0.446,0.399,24.597,-60.730,49.866
0.634,0.474,0.520,25.146,-61.401,47.607
0.632,0.455,0.533,34.424,-60.120,41.199
0.611,0.447,0.543,34.241,-60.974,40.222
0.596,0.462,0.585,26.794,-61.951,40.405
0.579,0.524,0.606,24.170,-61.218,39.917
0.582,0.537,0.598,26.550,-62.622,33.447
0.579,0.457,0.622,31.067,-64.331,28.137
0.575,0.388,0.650,35.950,-66.345,24.231
0.558,0.329,0.698,32.959,-67.139,26.611
0.551,0.357,0.725,26.428,-66.284,31.494
0.548,0.420,0.743,21.301,-65.796,39.429
0.538,0.554,0.728,22.034,-65.613,39.673
0.524,0.568,0.742,24.597,-66.895,32.043
0.510,0.507,0.778,26.978,-66.772,27.344
0.506,0.473,0.779,29.846,-67.749,23.315
0.503,0.462,0.804,27.100,-67.871,24.231
0.499,0.490,0.806,21.362,-64.880,26.489
0.493,0.537,0.790,19.836,-63.965,25.513
0.494,0.524,0.811,20.386,-63.721,19.592
0.499,0.436,0.849,24.048,-63.477,16.663
0.501,0.388,0.863,27.954,-63.110,16.174
0.488,0.363,0.937,24.719,-63.049,19.165
0.467,0.406,0.957,19.775,-62.073,23.621
0.442,0.453,0.954,8.057,-58.594,29.846
0.418,0.506,0.969,2.686,-57.983,29.480
0.416,0.508,0.969,2.808,-53.650,22.461
0.387,0.458,0.904,8.179,-51.758,18.555
0.364,0.423,0.888,13.733,-54.199,16.174
0.325,0.445,0.919,11.353,-55.481,18.311
0.318,0.512,0.946,4.395,-52.979,20.142
0.311,0.561,0.908,4.395,-49.683,16.418
0.301,0.512,0.895,5.737,-49.133,6.409
0.277,0.436,0.950,10.010,-50.842,3.540
0.265,0.416,0.962,19.226,-50.293,1.343
0.244,0.382,0.959,19.226,-49.744,1.587
0.235,0.374,0.934,9.827,-48.462,3.418
0.227,0.396,0.897,4.272,-48.950,4.272
0.222,0.418,0.900,0.427,-49.438,4.456
0.213,0.439,0.900,1.892,-49.194,2.014
0.189,0.477,0.947,4.700,-50.354,-0.854
0.178,0.475,0.984,10.315,-49.622,-8.545
0.155,0.436,0.941,12.634,-46.814,-11.719
0.145,0.421,0.904,14.099,-45.471,-16.479
0.129,0.387,0.891,14.832,-46.997,-18.494
0.117,0.378,0.894,14.648,-49.927,-20.325
0.093,0.390,0.919,13.916,-51.208,-20.935
0.087,0.406,0.936,19.470,-51.086,-24.536
0.078,0.406,0.921,25.574,-49.744,-27.771
0.063,0.377,0.894,29.724,-48.462,-32.532
0.049,0.345,0.865,25.330,-50.049,-31.921
0.056,0.362,0.913,16.602,-56.274,-32.104
0.059,0.365,1.081,16.663,-55.908,-34.729
0.055,0.353,1.124,24.231,-47.729,-40.894
0.042,0.283,1.015,29.236,-42.419,-42.969
0.041,0.228,0.926,33.081,-42.725,-42.297
0.039,0.197,0.930,29.602,-49.377,-39.185
0.036,0.225,0.982,18.921,-56.885,-32.166
0.029,0.295,1.036,15.564,-53.955,-31.311
0.022,0.300,1.028,18.494,-44.739,-36.194
0.021,0.292,0.997,21.301,-43.823,-39.795
0.011,0.277,0.994,20.752,-47.791,-46.143
-0.009,0.275,1.015,20.142,-48.157,-46.631
-0.012,0.280,1.024,20.081,-47.729,-47.424
-0.010,0.310,1.133,17.029,-48.340,-47.607
-0.002,0.334,1.214,13.306,-39.063,-49.744
0.008,0.323,1.209,14.771,-28.442,-52.429
0.015,0.293,1.123,19.470,-15.930,-55.908
0.037,0.267,1.029,17.395,-18.982,-55.298
0.042,0.285,1.075,12.146,-28.870,-54.077
0.039,0.291,1.096,13.184,-28.259,-55.481
0.035,0.275,1.060,11.169,-26.123,-57.922
0.026,0.303,1.043,9.705,-27.893,-58.411
0.020,0.331,1.045,9.521,-29.236,-59.631
0.013,0.357,1.031,9.583,-28.259,-64.575
0.011,0.368,1.045,8.545,-28.198,-67.200
0.008,0.378,1.059,9.827,-26.672,-73.059
0.001,0.378,1.074,11.475,-25.085,-76.477
-0.002,0.359,1.085,16.174,-20.508,-83.923
-0.000,0.272,1.083,18.677,-16.846,-87.097
0.002,0.201,1.056,19.104,-10.315,-88.379
0.012,0.094,1.005,12.695,-9.827,-84.167
0.015,0.120,1.001,-7.507,-12.390,-69.580
0.018,0.244,1.008,-11.353,-13.000,-65.491
0.020,0.252,1.021,-5.798,-13.306,-66.650
0.714,0.849,1.022,-10.498,1.160,-17.578
0.715,0.831,1.017,-18.921,15.076,-37.537
0.745,0.835,1.074,-17.029,17.212,-45.227
0.770,0.865,1.098,-10.742,26.733,-63.049
0.782,0.987,1.066,-12.512,33.936,-74.402
0.779,1.034,1.095,-27.222,47.119,-106.934
0.780,0.942,1.180,-32.043,57.373,-124.695
0.769,0.880,1.209,-36.072,84.595,-152.466
0.727,0.750,1.147,-38.269,103.149,-162.415
0.699,0.615,0.970,-60.669,139.709,-174.316
0.675,0.326,0.588,-77.576,142.456,-173.340
0.684,0.267,0.534,-98.022,116.394,-164.307
0.668,0.304,0.633,-94.482,103.088,-163.147
0.635,0.270,0.587,-82.397,99.731,-168.030
0.626,0.059,0.413,-86.792,98.694,-166.138
0.632,-0.047,0.380,-93.689,85.999,-147.644
0.655,-0.265,0.345,-89.844,80.139,-133.850
0.653,-0.342,0.285,-81.055,71.106,-107.178
0.664,-0.363,0.214,-80.261,62.012,-96.558
0.683,-0.356,0.262,-65.735,40.344,-84.045
0.724,-0.505,0.258,-49.622,33.997,-79.407
0.745,-0.591,0.214,-34.668,23.010,-55.664
0.789,-0.597,0.175,-37.048,16.968,-39.734
0.808,-0.565,0.203,-47.974,9.888,-14.832
0.847,-0.543,0.245,-48.584,9.949,-7.690
0.851,-0.572,0.249,-37.903,12.390,3.540
0.832,-0.671,0.189,-29.602,13.550,11.414
0.809,-0.736,0.143,-5.737,5.066,32.288
0.748,-0.795,0.065,4.517,-3.906,46.448
0.728,-0.761,0.046,8.118,-25.024,77.942
0.695,-0.639,0.072,2.747,-34.119,93.262
0.678,-0.546,0.083,-3.418,-45.776,119.385
0.640,-0.320,0.080,1.282,-52.246,125.549
0.620,-0.237,0.121,10.254,-60.364,127.991
0.596,-0.137,0.244,34.424,-73.242,126.404
0.586,-0.127,0.259,51.514,-76.416,122.437
0.574,-0.114,0.259,80.383,-84.351,119.141
0.557,0.021,0.332,85.571,-90.637,120.422
0.553,0.096,0.378,77.637,-95.276,122.070
0.532,0.158,0.397,67.261,-93.201,122.375
0.535,0.173,0.462,53.162,-96.069,120.666
0.532,0.214,0.622,56.702,-95.398,118.774
0.514,0.211,0.576,67.688,-84.778,116.821
0.480,0.256,0.461,64.575,-86.365,118.896
0.470,0.342,0.492,51.208,-99.487,124.817
0.457,0.531,0.669,47.791,-103.027,122.253
0.458,0.570,0.756,49.744,-102.661,113.464
0.457,0.544,0.776,67.139,-93.201,86.243
0.435,0.394,0.743,72.693,-91.919,77.698
0.426,0.410,0.776,63.477,-96.863,81.726
0.433,0.580,0.844,55.115,-95.337,83.923
0.432,0.605,0.842,48.645,-88.013,75.195
0.411,0.569,0.904,50.720,-86.914,68.420
0.396,0.560,0.942,58.838,-83.435,54.871
0.375,0.584,0.941,57.800,-80.688,49.255
0.365,0.606,0.936,41.016,-76.050,40.039
0.341,0.582,0.932,33.142,-73.608,35.034
0.341,0.562,0.910,30.396,-71.899,30.396
0.336,0.508,0.900,37.109,-72.021,20.508
0.330,0.465,0.933,43.457,-73.181,14.648
0.321,0.414,0.983,49.988,-75.684,6.104
0.297,0.374,1.043,45.288,-74.951,6.042
0.287,0.385,1.047,29.358,-71.838,8.240
0.269,0.374,1.030,25.330,-69.336,7.568
0.260,0.356,1.024,27.222,-63.843,3.906
0.236,0.269,0.996,30.029,-62.134,1.526
0.221,0.218,0.957,31.433,-62.683,2.014
0.190,0.256,0.902,28.931,-66.162,5.127
0.178,0.323,0.911,24.231,-71.045,7.446
0.143,0.379,0.949,17.517,-79.346,4.150
0.127,0.361,0.974,17.334,-78.430,0.610
0.110,0.304,1.022,24.658,-69.824,-5.920
0.105,0.262,0.988,30.884,-64.453,-8.728
0.103,0.228,0.931,29.602,-61.523,-10.742
0.104,0.239,0.937,20.325,-65.613,-10.498
0.101,0.293,1.021,-1.831,-70.923,-11.719
0.066,0.388,1.155,-4.456,-67.261,-13.550
0.037,0.371,1.101,6.775,-51.575,-21.240
0.024,0.341,1.054,12.573,-46.692,-26.062
0.021,0.318,1.052,18.250,-51.331,-33.691
0.009,0.272,1.084,19.287,-54.443,-35.645
0.003,0.286,1.089,15.686,-55.908,-35.950
-0.019,0.328,1.114,12.695,-54.626,-37.537
-0.026,0.328,1.088,12.573,-48.279,-44.250
-0.034,0.313,1.033,13.062,-47.241,-47.302
-0.035,0.321,1.043,10.498,-47.668,-52.246
-0.042,0.319,1.031,10.193,-46.509,-55.359
-0.046,0.304,1.039,9.888,-47.241,-61.157
-0.049,0.294,1.105,11.108,-47.485,-63.110
-0.047,0.302,1.134,15.930,-43.091,-67.932
-0.047,0.271,1.130,19.531,-39.551,-71.167
-0.047,0.245,1.103,19.897,-35.156,-75.073
-0.048,0.239,1.070,15.076,-34.973,-75.806
-0.043,0.243,1.114,6.714,-37.903,-78.491
-0.033,0.222,1.191,7.690,-36.133,-80.383
-0.030,0.192,1.175,11.963,-27.649,-82.397
-0.022,0.140,1.143,11.475,-25.635,-82.031
-0.018,0.132,1.158,9.155,-24.841,-80.811
-0.010,0.113,1.193,4.578,-21.423,-78.369
-0.009,0.104,1.182,3.418,-17.944,-77.026
-0.005,0.103,1.164,0.854,-12.329,-74.219
0.001,0.067,1.149,0.854,-10.925,-73.364
-0.001,0.037,1.107,1.221,-6.958,-68.970
0.005,0.041,1.073,-2.563,-7.080,-64.819
0.007,0.060,1.097,-8.728,-5.310,-58.472
0.007,0.050,1.076,-6.348,-1.648,-57.007
0.007,0.028,1.053,0.916,1.343,-53.772
0.012,-0.021,1.020,1.831,1.465,-51.147
0.010,-0.034,1.008,-0.305,1.587,-44.067
0.006,-0.005,0.989,-1.648,1.465,-40.466
0.006,0.005,0.999,-3.540,1.160,-37.659
0.004,-0.004,0.995,-6.165,2.991,-32.532
0.001,0.010,0.973,-6.042,4.211,-29.602
0.005,0.065,0.962,-4.517,1.831,-24.780
0.005,0.074,0.974,-3.174,0.122,-23.682
0.004,0.080,0.988,-0.244,0.671,-22.461
0.001,0.097,0.967,1.160,2.258,-22.278
-0.001,0.095,0.949,0.427,2.014,-22.400
-0.005,0.094,0.951,0.183,0.854,-21.851
1.335,-1.337,0.411,62.561,12.329,-79.285
1.273,-1.476,0.513,92.163,17.578,-59.570
1.067,-1.894,0.786,106.628,18.188,-43.091
0.943,-2.099,0.864,116.211,31.067,14.709
0.649,-2.173,0.788,109.985,40.955,56.335
0.473,-2.062,0.657,95.459,55.298,146.179
0.092,-1.760,0.378,95.825,53.223,188.171
-0.092,-1.543,0.278,100.952,44.556,228.699
-0.420,-1.011,0.134,109.131,20.508,302.734
-0.541,-0.748,0.134,109.375,5.737,330.566
-0.592,-0.478,0.261,119.202,-41.931,365.601
-0.502,0.307,0.855,125.671,-61.157,372.314
